アーツアンドレターズ,アーツアンドレターズ,0,Ribot,Tenerani,Bellini,Cavaliere d'Arpino,Havresac,Chuette,Bella Minna,Bachelor's Double,Santa Minna,Tofanella,Apelle,Sardanapale,Angelina,Try Try Again,Gylgad,Perseverance,Romanella,El Greco,Pharos,Phalaris,Scapa Flow,Gay Gamp,Gay Crusader,Parasol,Barbara Burrini,Papyrus,Tracery,Miss Matty,Bucolic,Buchan,Volcanic,All Beautiful,Battlefield,War Relic,Man o'War,Fair Play,Mahubah,Friar's Carse,Friar Rock,Problem,Dark Display,Display,Fair Play,Cicuta,Dark Loveliness,Traumer,Sunny Love,Parlo,Heliopolis,Hyperion,Gainsborough,Selene,Drift,Swynford,Santa Cruz,Fairy Palace,Pilate,Friar Rock,Herodias,Star Fairy,The Satrap,Fair Star
アイランドホワール-瞬発-,アイランドホワール-瞬発-,0,Pago Pago,Matrice,Masthead,Blue Peter,Fairway,Fancy Free,Schiaparelli,Schiavoni,Aileen,La Patrice,St.Magnus,Sansovino,Fair Isle,La Joconde,Heroic,Bronacre,Pompilia,Abbots Fell,Felstead,Spion Kop,Felkington,Lady Abbess,Friar Marcus,Bay Lady,Pagan Queen,Talking,Magpie,Society,Certes,Silverado,Bravery,Alitwirl,Your Alibhai,Alibhai,Hyperion,Gainsborough,Selene,Teresina,Tracery,Blue Tit,Your Game,Beau Pere,Son-in-Law,Cinna,Winkle,Windsor Lad,Cora Pearl,Amber Dancer,Native Dancer,Mahmoud,Unbreakable,Black Polly,Geisha,Discovery,Miyako,Occasionally,Ambiorix,Tourbillon,Lavendula,Seldom,Sir Gallahad,So Rare
アイリスフウジン,アイリスフウジン,0,シーホーク,エルバジェ,Vandale,Plassy,Bosworth,Pladda,Vanille,La Farina,Vaya,Flagette,Escamillo,Firdaussi,Estoril,Fidgette,Firdaussi,Boxeuse,Sea Nymph,Free Man,Norseman,Umidwar,Tara,Fantine,Fantastic,Sif,Sea Spray,Ocean Swell,Blue Peter,Jiffy,Pontoon,Mahmoud,Ponteba,テスコパール,テスコボーイ,Princely Gift,Nasrullah,Nearco,Mumtaz Begum,Blue Gem,Blue Peter,Sparkle,Suncourt,Hyperion,Gainsborough,Selene,Inquisition,Dastur,Jury,ムツミパール,モンタヴァル,Norseman,Umidwar,Tara,Ballynash,Nasrullah,Ballywellbroke,マサリユウ,トサミドリ,プリメロ,フリツパンシー,ユキツキ,クモハタ,スターライト
アイリッシュリヴァー-覇走-,アイリッシュリヴァー-覇走-,0,リヴァーマン,Never Bend,Nasrullah,Nearco,Pharos,Nogara,Mumtaz Begum,Blenheim,Mumtaz Mahal,Lalun,Djeddah,Djebel,Djezima,Be Faithful,Bimelech,Bloodroot,River Lady,Prince John,Princequillo,Prince Rose,Cosquilla,Not Afraid,Count Fleet,Banish Fear,Nile Lily,Roman,Sir Gallahad,Buckup,Azalea,Sun Teddy,Coquelicot,Irish Star,Klairon,Clarion,Djebel,Tourbillon,Loika,Columba,Colorado,Gay Bird,Kalmia,Kantar,Alcantara,Karabe,Sweet Lavender,Swynford,Marchetta,Botany Bay,East Side,Orwell,Gainsborough,Golden Hair,Vlasta,Blandford,Penthesilee,Black Brook,Black Devil,Sir Gallahad,La Palina,Source Sucree,Admiral Drake,Lavendula
アイルトンシンボリ,アイルトンシンボリ,0,シンボリルドルフ,パーソロン,Milesian,My Babu,Djebel,Perfume,Oatflake,Coup de Lyon,Avena,Paleo,Pharis,Pharos,Carissima,Calonice,Abjer,Coronis,スイートルナ,スピードシンボリ,ロイヤルチャレンヂャー,Royal Charger,Skerweather,スイートイン,ライジングライト,フイーナー,ダンスタイム,Palestine,Fair Trial,Una,Samaritaine,Maravedis,Sarita,ブルーエスケープ,ヌレイエフ,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Special,フォルリ,Aristophanes,Trevisa,Thong,Nantallah,Rough Shod,Bold Escape,Bold Forbes,Irish Castle,Bold Ruler,Castle Forbes,Comely Nell,Commodore M.,Nellie L.,Runaway Bride,Wild Risk,Rialto,Wild Violet,Aimee,Tudor Minstrel,Emali
アイルハヴアナザー,アイルハヴアナザー,0,フラワーアレイ,Distorted humor,フォーティナイナー,ミスタープロスペクター,Raise a Native,Gold Digger,File,トムロルフ,Continue,Danzig's Beauty,ダンチヒ,Northern Dancer,Pas de Nom,Sweetest Chant,Mr.Leader,Gay Sonnet,アニオンギャップ,Lycius,ミスタープロスペクター,Raise a Native,Gold Digger,Lypatia,リファール,Hypatia,Dance Image,サドラーズウェルズ,Northern Dancer,Fairy Bridge,Diamond Spring,ヴェイグリーノーブル,Dumfries,Arch's Gal Edith,Arch,クリスエス,Roberto,Hail to Reason,Bramalea,Sharp Queen,Princequillo,Bridgework,Aurora,ダンチヒ,Northern Dancer,Pas de Nom,Althea,アリダー,Courtly Dee,Force Five Gal,プレザントタップ,プレザントコロニー,ヒズマジェスティ,Sun Colony,Never Knock,Stage Door Johnny,Never Hula,Last Cause,Caucasus,ニジンスキー,Quill,Last Bird,Sea-Bird,Patelin
アウォーディー,アウォーディー,0,ジャングルポケット,トニービン,カンパラ,カラムーン,ゼダーン,Khairunissa,State Pension,オンリーフォアライフ,Lorelei,Severn Bridge,Hornbeam,Hyperion,Thicket,Priddy Fair,Preciptic,Campanette,ダンスチャーマー,ヌレイエフ,Northern Dancer,Nearctic,Natalma,Special,フォルリ,Thong,Skillful Joy,Nodouble,Noholme,Abla-Jay,Skillful Miss,Daryl's Joy,Poliniss,ヘヴンリーロマンス,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,アンダースタンディング,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ファーストアクト,サドラーズウェルズ,Northern Dancer,Nearctic,Natalma,Fairy Bridge,Bold Reason,Special,Arkadina,Ribot,Tenerani,Romanella,Natashka,Dedicate,Natasha
アウザール,アウザール,0,Shergar,Great Nephew,Honeyway,Fairway,Phalaris,Scapa Flow,Honey Buzzard,Papyrus,Lady Peregrine,Sybil's Niece,Admiral's Walk,Hyperion,Tabaris,Sybil's Sister,Nearco,Sister Sarah,Sharmeen,Val de Loir,Vieux Manoir,Brantome,Vieille Maison,Vali,Sunny Boy,Her Slipper,Nasreen,Charlottesville,Prince Chevalier,Noorani,Ginetta,Tulyar,Diableretta,Galletto,ニジンスキー,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Flaming Page,Bull Page,Bull Lea,Our Page,Flaring Top,Menow,Flaming Top,Gaia,Charlottesville,Prince Chevalier,Prince Rose,Chevalerie,Noorani,Nearco,Empire Glory,Ghana,Botticelli,Blue Peter,Buonamica,Grolldochnicht,Ticino,Grolledoch
アカテナンゴ,アカテナンゴ,0,Surumu,Literat,Birkhahn,Alchimist,Herold,Aversion,Bramouse,Cappiello,Peregrine,Lis,Masetto,Olymp,Mimosa,Liebeslied,Ticino,Liebesgottin,Surama,リライアンス,Tantieme,Deux Pour Cent,Terka,Relance,Relic,Polaire,Suncourt,Hyperion,Gainsborough,Selene,Inquisition,Dastur,Jury,Aggravate,Aggressor,Combat,Big Game,Bahram,Myrobella,Commotion,Mieuxce,Riot,Phaetonia,Nearco,Pharos,Nogara,Phaetusa,Hyperion,Saddle Tor,Raven Locks,Mr.Jinks,Tetratema,The Tetrarch,Scotch Gift,False Piety,Lemberg,St. Begoe,Gentlemen's Relish,He,Santoi,She,Bonne Bouche,Buchan,Dinner
アクアク-瞬発-,アクアク-瞬発-,0,Battle Joined,Armageddon,Alsab,Good Goods,Neddie,Brocatelle,Winds Chant,Wildair,Eulogy,Fighting Lady,Sir Gallahad,Teddy,Plucky Liege,Lady Nicotine,Sun Briar,Comixa,Ethel Walker,Revoked,Blue Larkspur,Black Servant,Blossom Time,Gala Belle,Sir Gallahad,Bel Tempo,Ethel Terry,Reaping Reward,Sickle,Dustwhirl,Mary Terry,Terry,Milfoil,Fast Turn,Turn-to,Royal Charger,Nearco,Pharos,Nogara,Sun Princess,Solario,Mumtaz Begum,Source Sucree,Admiral Drake,Craig an Eran,Plucky Liege,Lavendula,Pharos,Sweet Lavender,Cherokee Rose,Princequillo,Prince Rose,Rose Prince,Indolence,Cosquilla,Papyrus,Quick Thought,The Squaw,Sickle,Phalaris,Selene,Minnewaska,Blandford,Nipisiquit
アグネスタキオン,アグネスタキオン,0,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Royal Charger,Source Sucree,Nothirdchance,Blue Swords,Galla Colors,Cosmah,Cosmic Bomb,Pharamond,Banish Fear,Almahmoud,Mahmoud,Arbitrator,Wishing Well,アンダースタンディング,Promised Land,Palestinian,Mahmoudess,Pretty Ways,Stymie,Pretty Jo,Mountain Flower,Montparnasse,Gulf Stream,Mignon,Edelweiss,Hillary,Dowager,アグネスフローラ,ロイヤルスキー,Raja Baba,Bold Ruler,Nasrullah,Miss Disco,Missy Baba,My Babu,Uvira,Coz o'Nijinsky,Involvement,Intent,Lea Lane,Gleam,Tournoi,Flaring Top,アグネスレデイー,リマンド,アルサイド,Alycidon,Chenille,Admonish,Palestine,Warning,イコマエイカン,Sallymount,Tudor Minstrel,Queen of Shiraz,ヘザーランズ,Tenerani,Dark Brocade
アグネスデジタル,アグネスデジタル,0,Crafty Prospector,ミスタープロスペクター,Raise a Native,Native Dancer,Mahmoud,Geisha,Raise You,Case Ace,Lady Glory,Gold Digger,Nashua,Nasrullah,Segula,Sequence,Count Fleet,Miss Dogwood,Real Crafty Lady,インリアリティ,Intentionally,Intent,My Recipe,My Dear Girl,Rough'n Tumble,Iltis,Princess Roycraft,Royal Note,Spy Song,Penroyal,Crafty Princess,Crafty Admiral,Adjournment,Chancey Squaw,チーフズクラウン,ダンチヒ,Northern Dancer,Nearctic,Natalma,Pas de Nom,Admiral's Voyage,Petitioner,Six Crowns,セクレタリアト,Bold Ruler,Somethingroyal,Chris Evert,Swoon's Son,Miss Carmie,Allicance,アレッジド,Hoist the Flag,トムロルフ,Wavy Navy,Princess Pout,Prince John,Determined Lady,Runaway Bride,Wild Risk,Rialto,Wild Violet,Aimee,Tudor Minstrel,Emali
アグネスフライト,アグネスフライト,0,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Royal Charger,Source Sucree,Nothirdchance,Blue Swords,Galla Colors,Cosmah,Cosmic Bomb,Pharamond,Banish Fear,Almahmoud,Mahmoud,Arbitrator,Wishing Well,アンダースタンディング,Promised Land,Palestinian,Mahmoudess,Pretty Ways,Stymie,Pretty Jo,Mountain Flower,Montparnasse,Gulf Stream,Mignon,Edelweiss,Hillary,Dowager,アグネスフローラ,ロイヤルスキー,Raja Baba,Bold Ruler,Nasrullah,Miss Disco,Missy Baba,My Babu,Uvira,Coz o'Nijinsky,Involvement,Intent,Lea Lane,Gleam,Tournoi,Flaring Top,アグネスレデイー,リマンド,アルサイド,Alycidon,Chenille,Admonish,Palestine,Warning,イコマエイカン,Sallymount,Tudor Minstrel,Queen of Shiraz,ヘザーランズ,Tenerani,Dark Brocade
アグネスワールド,アグネスワールド,0,ダンチヒ,Northern Dancer,Nearctic,Nearco,Pharos,Nogara,Lady Angela,Hyperion,Sister Sarah,Natalma,Native Dancer,Mahmoud,Geisha,Almahmoud,Mahmoud,Arbitrator,Pas de Nom,Admiral's Voyage,Crafty Admiral,Fighting Fox,Admiral's Lady,Olympia Lou,Olympia,Louisiana Lou,Petitioner,Petition,Fair Trial,Art Paper,Steady Aim,Felstead,Quick Arrow,Mysteries,シアトルスルー,Bold Reasoning,Boldnesian,Bold Ruler,Alanesian,Reason to Earn,Hail to Reason,Sailing Home,My Charmer,Poker,Round Table,Glamour,Fair Charmer,Jet Action,Myrtle Charm,Phydilla,リファール,Northern Dancer,Nearctic,Natalma,Goofed,Court Martial,Barra,Godzilla,Gyr,Sea-Bird,Feria,Gently,Grey Sovereign,Be Careful
アサクサキングス,アサクサキングス,0,ホワイトマズル,ダンシングブレーヴ,リファール,Northern Dancer,Nearctic,Natalma,Goofed,Court Martial,Barra,Navajo Princess,Drone,Sir Gaylord,Cap and Bells,Olmec,Pago Pago,Chocolate Beau,Fair of the Furze,Ela-Mana-Mou,ピットカーン,ペティンゴ,Border Bounty,Rose Bertin,ハイハット,Wide Awake,Autocratic,Tyrant,Bold Ruler,Anadem,Flight Table,Round Table,Fleet Flight,クルーピアスター,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,アンダースタンディング,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,クルーピアレディー,What Luck,Bold Ruler,Nasrullah,Miss Disco,Irish Jay,Double Jay,Irish Witch,Question d'Argent,Tentam,Intentionally,Tamerett,Cold Reply,Northern Dancer,Respond
アサクサデンエン,アサクサデンエン,0,シングスピール,In the Wings,サドラーズウェルズ,Northern Dancer,Nearctic,Natalma,Fairy Bridge,Bold Reason,Special,High Hawk,シャーリーハイツ,ミルリーフ,Hardiemma,Sunbittern,シーホーク,Pantoufle,Glorious Song,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Ballade,エルバジェ,Vandale,Flagette,Miss Swapsco,Cohoes,Soaring,ホワイトウォーターアフェア,マキャベリアン,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Coup de Folie,ヘイロー,Hail to Reason,Cosmah,Raise the Standard,Hoist the Flag,Natalma,Much Too Risky,Bustino,バステッド,Crepello,Sans le Sou,Ship Yard,Doutelle,Paving Stone,Short Rations,ロレンザッチオ,Klairon,Phoenissa,Short Commons,Hard Tack,Padus
アサティス,アサティス,0,Topsider,Northern Dancer,Nearctic,Nearco,Pharos,Nogara,Lady Angela,Hyperion,Sister Sarah,Natalma,Native Dancer,Mahmoud,Geisha,Almahmoud,Mahmoud,Arbitrator,Drumtop,Round Table,Princequillo,Prince Rose,Cosquilla,Knights Daughter,Sir Cosmo,Feola,Zonah,Nasrullah,Nearco,Mumtaz Begum,Gambetta,My Babu,Rough Shod,Secret Asset,グロースターク,Ribot,Tenerani,Bellini,Tofanella,Romanella,El Greco,Barbara Burrini,Flower Bowl,Alibhai,Hyperion,Teresina,Flower Bed,Beau Pere,Boudoir,Numbered Account,Buckpasser,Tom Fool,Menow,Gaga,Busanda,War Admiral,Businesslike,Intriguing,Swaps,Khaled,Iron Reward,Glamour,Nasrullah,Striking
アジュディケーティング,アジュディケーティング,0,ダンチヒ,Northern Dancer,Nearctic,Nearco,Pharos,Nogara,Lady Angela,Hyperion,Sister Sarah,Natalma,Native Dancer,Mahmoud,Geisha,Almahmoud,Mahmoud,Arbitrator,Pas de Nom,Admiral's Voyage,Crafty Admiral,Fighting Fox,Admiral's Lady,Olympia Lou,Olympia,Louisiana Lou,Petitioner,Petition,Fair Trial,Art Paper,Steady Aim,Felstead,Quick Arrow,Resolver,Reviewer,Bold Ruler,Nasrullah,Nearco,Mumtaz Begum,Miss Disco,Discovery,Outdone,Broadway,Hasty Road,Roman,Traffic Court,Flitabout,Challedon,Bird Flower,Lovely Morning,Swaps,Khaled,Hyperion,Eclair,Iron Reward,Beau Pere,Iron Maiden,Misty Morn,Princequillo,Prince Rose,Cosquilla,Grey Flight,Mahmoud,Planetoid
アジュディミツオー,アジュディミツオー,0,アジュディケーティング,ダンチヒ,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Pas de Nom,Admiral's Voyage,Crafty Admiral,Olympia Lou,Petitioner,Petition,Steady Aim,Resolver,Reviewer,Bold Ruler,Nasrullah,Miss Disco,Broadway,Hasty Road,Flitabout,Lovely Morning,Swaps,Khaled,Iron Reward,Misty Morn,Princequillo,Grey Flight,オリミツキネン,ジャッジアンジェルーチ,Honest Pleasure,What a Pleasure,Bold Ruler,Grey Flight,Tularia,Tulyar,Suntop,Victorian Queen,Victoria Park,Chop Chop,Victoriana,Willowfield,Stratus,Willow Lake,ウサロマン,トンピオン,Tom Fool,Menow,Gaga,Sunlight,Count Fleet,Halcyon Days,ビートフラワー,ネヴァービート,Never Say Die,Bride Elect,グレートフラワー,テッソ,博妙
アスカクリチャン,アスカクリチャン,0,スターリングローズ,アフリート,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Polite Lady,Venetian Jester,Tom Fool,Venice,Friendly Ways,Green Ticket,Ways to Learn,コマーズ,ダンチヒ,Northern Dancer,Nearctic,Natalma,Pas de Nom,Admiral's Voyage,Petitioner,ミドルマーチ,Buckpasser,Tom Fool,Busanda,Nice Princess,Le Beau Prince,Happy Night,アンヨガジョウズ,ダイナレター,ノーザンテースト,Northern Dancer,Nearctic,Natalma,Lady Victoria,Victoria Park,Lady Angela,トウザレター,アーツアンドレターズ,Ribot,All Beautiful,Queen of Capri,フォルリ,Bold Consort,スワンスキー,マルゼンスキー,ニジンスキー,Northern Dancer,Flaming Page,シル,Buckpasser,Quill,リビーザリブラ,Delta Judge,Traffic Judge,Beautillion,French to Boot,Djeddah,Colors to Boot
アドマイヤオーラ,アドマイヤオーラ,0,アグネスタキオン,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,アンダースタンディング,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,アグネスフローラ,ロイヤルスキー,Raja Baba,Bold Ruler,Missy Baba,Coz o'Nijinsky,Involvement,Gleam,アグネスレデイー,リマンド,アルサイド,Admonish,イコマエイカン,Sallymount,ヘザーランズ,ビワハイジ,カーリアン,ニジンスキー,Northern Dancer,Nearctic,Natalma,Flaming Page,Bull Page,Flaring Top,Foreseer,Round Table,Princequillo,Knights Daughter,Regal Gleam,Hail to Reason,Miz Carol,アグサン,Lord Gayle,Sir Gaylord,Turn-to,Somethingroyal,Sticky Case,Court Martial,Run Honey,Santa Luciana,Luciano,Henry the Seventh,Light Arctic,Suleika,Ticino,Schwarzblaurot
