アグネスタキオン,Ro,Te,Ns,Sw,Ph,Ha,Ma,Ha,ヘイルトゥリーズン,000000,030200,030100,030000,060200,020000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,050200,050200,0A0100,000000,000000,020000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,040000,040000,000000,000000,020000,000000,000000,000000,090200,000000,000000,000000,000000
アグネスデジタル,Na,Ma,Ne,St,Ns,Hi,Ns,St,レイズアネイティヴ,000000,000000,030200,020000,030200,030000,000000,000000,000000,000000,000000,020000,0A0100,000000,000000,030000,000000,000000,030200,000000,000000,000000,000000,030000,000000,000000,000000,010000,000000,000000,020000,000000,000000,000000,070100,030000,020000,000000,000000,000000,000000,000000,0A0200,050200,000000,000000,000000,000000,000000,030000,020000,080300,000000,000000,030000,000000,000000,040000,000000,000000,000000,090200,000000
アグネスフライト,Ro,Te,Ns,Sw,Ph,Ha,Ma,Ha,ヘイルトゥリーズン,000000,030200,030100,030000,060200,020000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,050200,050200,0A0100,000000,000000,020000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,040000,040000,000000,000000,020000,000000,000000,000000,090200,000000,000000,000000,000000
アグネスワールド,Ne,Te,Ns,Ne,Na,Fa,St,Na,ノーザンダンサー,000000,070100,030000,020000,030200,000000,000000,000000,030200,000000,000000,030200,030000,000000,000000,030000,000000,000000,000000,020000,000000,000000,000000,010000,000000,000000,030000,030000,000000,000000,000000,000000,000000,070300,000000,000000,050200,000000,000000,030000,000000,000000,000000,060400,000000,000000,000000,000000,000000,020000,030000,020000,000000,000000,010000,000000,000000,000000,040000,000000,000000,030100,000000
アサクサキングス,Ne,Fa,Ro,Ns,Ro,Ns,Te,Ma,ノーザンダンサー,000000,000000,000000,020000,030000,020000,000000,000000,010000,000000,000000,000000,030200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,050200,000000,000000,060400,000000,000000,030200,030100,030000,060200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,050200,0A0100,000000,000000,010000,000000,000000,000000,000000,000000,000000,030000,000000
アサクサデンエン,Ne,Ro,Na,Sw,Ns,Ha,Ro,He,ノーザンダンサー,000000,000000,000000,040000,030000,020000,000000,000000,000000,000000,000000,000000,030400,000000,000000,080400,000000,000000,030100,030000,060200,000000,000000,000000,000000,000000,040000,040000,000000,000000,000000,000000,000000,000000,030200,020000,030200,000000,000000,020000,000000,000000,030100,030000,000000,000000,020000,000000,000000,000000,080400,040000,000000,000000,000000,000000,000000,000000,020000,000000,000000,000000,000000
アサティス,Ne,St,St,To,Na,Ns,Ha,Ha,ノーザンダンサー,000000,000000,030000,020000,030200,000000,000000,000000,030200,000000,000000,030200,030000,000000,000000,030000,000000,000000,060400,050400,030000,000000,000000,010000,000000,000000,0A0100,030200,000000,000000,020000,000000,000000,040000,0A0300,000000,000000,000000,000000,000000,000000,000000,050200,030200,000000,000000,000000,000000,000000,050200,020000,000000,000000,000000,030000,000000,000000,050300,0A0500,000000,000000,0A0100,000000
アジュディケーティング,Ne,Te,Ns,Ha,Na,Fa,Te,St,ノーザンダンサー,000000,070100,030000,020000,030200,000000,000000,000000,030200,000000,000000,030200,030000,000000,000000,030000,000000,000000,000000,020000,000000,000000,000000,010000,000000,000000,030000,030000,000000,000000,000000,000000,000000,000000,050200,0A0100,030200,000000,000000,040000,000000,000000,000000,030000,000000,000000,000000,000000,000000,050300,0A0500,030200,000000,000000,000000,000000,000000,050400,030000,000000,000000,030000,000000
アジュディミツオー,Ne,Ns,Ns,To,Te,Ha,Te,Ns,ノーザンダンサー,000000,000000,070100,030000,020000,030200,000000,000000,030200,000000,000000,000000,020000,000000,000000,030000,000000,000000,000000,050200,0A0100,000000,000000,000000,000000,000000,050300,0A0500,000000,000000,050400,000000,000000,000000,000000,010000,050200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,020000,000000,000000,000000,030000,000000,000000,090400,0A0200,000000,000000,000000,000000
アスカクリチャン,Na,Ne,Ne,Ne,To,To,St,Ha,レイズアネイティヴ,000000,000000,000000,030200,020000,030200,000000,000000,020000,000000,000000,000000,020000,000000,000000,000000,000000,000000,070100,030000,020000,000000,000000,000000,000000,000000,050200,020000,000000,000000,000000,000000,000000,000000,090200,030000,020000,000000,000000,000000,000000,000000,000000,0A0300,000000,000000,060400,000000,000000,030000,030400,030000,000000,000000,050200,000000,000000,000000,000000,000000,000000,000000,000000
アドマイヤオーラ,Ro,Ns,Ne,Ro,Te,Sw,St,Ha,ヘイルトゥリーズン,000000,000000,030200,030100,030000,060200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,050200,050200,000000,000000,000000,000000,000000,000000,040000,000000,000000,000000,000000,000000,000000,030400,030000,020000,000000,000000,000000,000000,000000,060400,050400,000000,000000,030000,000000,000000,000000,030200,060200,000000,000000,010000,000000,000000,000000,000000,000000,000000,040000,000000
アドマイヤコジーン,Ns,St,Ne,Ns,Ma,Ro,Te,Ph,フォルティノ,000000,000000,070300,040000,030100,0A0100,000000,000000,040000,000000,000000,000000,040000,000000,000000,040000,000000,000000,030000,050400,030000,000000,000000,030000,000000,000000,030200,060200,000000,000000,000000,000000,000000,090200,030000,020000,030200,000000,000000,030200,000000,000000,000000,000000,000000,000000,030200,000000,000000,000000,070100,0A0100,000000,000000,030000,000000,000000,000000,000000,000000,000000,000000,000000
アドマイヤジャパン,Ro,Te,Ne,Ro,Ph,Ha,St,Ha,ヘイルトゥリーズン,000000,030200,030100,030000,060200,020000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030400,030000,020000,000000,000000,000000,000000,000000,060400,050400,000000,000000,030000,000000,000000,000000,030200,060200,000000,000000,010000,000000,000000,000000,000000,000000,000000,040000,000000
アドマイヤソン,Na,Ph,Ns,Ne,To,Ha,Ha,To,レイズアネイティヴ,000000,000000,000000,030200,020000,030200,000000,000000,020000,000000,000000,050200,020000,000000,000000,050300,000000,000000,000000,000000,000000,000000,000000,030200,000000,000000,050300,0A0500,000000,000000,030000,000000,000000,000000,000000,0A0400,020000,000000,000000,080000,000000,000000,040000,030200,000000,000000,000000,000000,000000,030000,020000,030200,000000,000000,030200,000000,000000,020000,000000,000000,000000,050200,000000
アドマイヤデウス,Na,Ns,Ro,Ne,Ph,Ne,Te,Fa,レイズアネイティヴ,000000,000000,000000,000000,030200,020000,000000,000000,050200,000000,000000,000000,000000,000000,000000,050300,000000,000000,000000,000000,0A0400,000000,000000,040000,000000,000000,030000,020000,000000,000000,020000,000000,000000,030200,030100,030000,060200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030000,020000,000000,000000,090200,000000,000000,000000,000000,000000,000000,040000,000000
アドマイヤドン,Na,Ph,Ns,Ne,To,Ha,Ha,To,レイズアネイティヴ,000000,000000,000000,030200,020000,030200,000000,000000,020000,000000,000000,050200,020000,000000,000000,050300,000000,000000,000000,000000,000000,000000,000000,030200,000000,000000,050300,0A0500,000000,000000,030000,000000,000000,000000,000000,0A0400,020000,000000,000000,080000,000000,000000,040000,030200,000000,000000,000000,000000,000000,030000,020000,030200,000000,000000,030200,000000,000000,020000,000000,000000,000000,050200,000000
アドマイヤベガ,Ro,Te,Ns,Ne,Ph,Ha,Ha,To,ヘイルトゥリーズン,000000,030200,030100,030000,060200,020000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,0A0400,020000,000000,000000,080000,000000,000000,040000,030200,000000,000000,000000,000000,000000,030000,020000,030200,000000,000000,030200,000000,000000,020000,000000,000000,000000,050200,000000
アドマイヤマックス,Ro,Te,Ne,He,Ph,Ha,Te,Ha,ヘイルトゥリーズン,000000,030200,030100,030000,060200,020000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,090200,030000,020000,030200,000000,000000,030200,000000,000000,000000,000000,000000,000000,030200,000000,000000,000000,000000,040000,000000,000000,030000,000000,000000,000000,050200,000000,000000,000000,000000
アドマイヤムーン,Na,Ne,Ro,Na,St,Ec,Te,Ne,レイズアネイティヴ,000000,000000,000000,030200,020000,030200,000000,000000,020000,000000,000000,080300,0A0300,000000,000000,010000,000000,000000,000000,030000,020000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030200,030100,030000,060200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,020000,000000,000000,000000,000000,000000,000000,000000,020000,000000,000000,000000,000000
アドマイヤラクティ,Ro,Ns,Ne,Ns,Te,Ne,Ns,Ne,ヘイルトゥリーズン,000000,000000,030200,030100,030000,060200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,0A0400,000000,000000,040000,000000,000000,020000,030000,000000,000000,000000,000000,000000,000000,000000,030000,020000,000000,000000,000000,000000,000000,000000,070300,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030400,030000,000000,000000,040000,000000
アニマルキングダム,Ns,He,Ha,Ne,Ne,Ha,Sw,Ph,レッドゴッド,000000,000000,000000,0A0300,0A0100,0A0100,000000,000000,040000,000000,000000,020000,030000,000000,000000,000000,000000,000000,000000,000000,020000,000000,000000,000000,000000,000000,000000,000000,000000,000000,070400,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,020000,030000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
アブクマポーロ,Ns,Ha,He,St,St,Ns,Ph,St,レッドゴッド,000000,000000,0A0300,0A0100,0A0100,030200,000000,000000,000000,000000,000000,040000,000000,000000,000000,090200,000000,000000,000000,000000,050200,000000,000000,010000,000000,000000,060000,0A0100,000000,000000,000000,000000,000000,000000,090200,020000,020000,000000,000000,000000,000000,000000,010000,000000,000000,000000,000000,000000,000000,000000,000000,060400,000000,000000,080400,000000,000000,080400,060400,000000,000000,010000,000000
アフリート,Na,Ns,To,Ha,Te,Ec,St,Ec,レイズアネイティヴ,000000,030200,020000,030200,000000,000000,000000,000000,040000,000000,000000,000000,000000,000000,000000,000000,000000,000000,020000,0A0100,030200,000000,000000,000000,000000,000000,030000,000000,000000,000000,010000,000000,000000,000000,020000,000000,000000,000000,000000,010000,000000,000000,050400,030000,000000,000000,0A0100,000000,000000,000000,000000,050200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
アベシ,St,Hi,St,Ns,Ha,Ns,St,Ha,リボー,000000,000000,030000,0A0300,000000,000000,000000,000000,000000,000000,000000,050200,030200,000000,000000,000000,000000,000000,000000,010000,000000,000000,000000,050400,000000,000000,000000,0A0100,000000,000000,000000,000000,000000,030200,040000,0A0300,000000,000000,000000,050200,000000,000000,050400,030000,000000,000000,030000,000000,000000,000000,0A0100,030200,000000,000000,060400,000000,000000,000000,000000,000000,000000,060400,000000
アポインテッドデイ,Ro,Te,Ne,Na,Ns,Ne,Te,Ro,ヘイルトゥリーズン,000000,000000,070400,030000,060200,020000,000000,000000,000000,000000,000000,020000,0A0100,000000,000000,060400,000000,000000,050300,000000,000000,000000,000000,020000,000000,000000,020000,030200,000000,000000,040000,000000,000000,070100,030000,020000,030200,000000,000000,030200,000000,000000,000000,020000,000000,000000,030000,000000,000000,000000,020000,030200,000000,000000,0A0100,000000,000000,000000,020000,000000,000000,000000,000000
アホヌーラ,He,Ec,Te,Ec,Ec,Sw,Fa,Te,クラリオン,000000,000000,020000,000000,020000,040000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,040000,000000,000000,000000,000000,000000,000000,020000,030000,000000,000000,000000,000000,000000,000000,000000,060400,010000,000000,000000,040000,000000,000000,010000,030000,000000,000000,000000,000000,000000,000000,010000,010000,000000,000000,030000,000000,000000,000000,000000,000000,000000,000000,000000
アポロキングダム,Na,Ns,Ne,Ne,Ne,To,Ns,Ro,レイズアネイティヴ,000000,000000,040000,030200,020000,030200,000000,000000,020000,000000,000000,020000,030000,000000,000000,000000,000000,000000,070300,000000,000000,000000,000000,000000,000000,000000,050200,020000,000000,000000,030200,000000,000000,000000,030800,030000,020000,000000,000000,000000,000000,000000,0A0200,050200,000000,000000,000000,000000,000000,000000,000000,030000,000000,000000,040000,000000,000000,060200,020000,000000,000000,000000,000000
アマヲカケル,Ne,Na,To,Ro,He,Te,St,Na,ノーザンダンサー,000000,000000,000000,000000,070100,030000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030200,020000,000000,000000,050200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,050200,020000,000000,000000,030000,000000,000000,000000,060400,000000,000000,000000,000000,000000,000000,070400,030000,000000,000000,040000,000000,000000,000000,030200,000000,000000,000000,000000
アメリカンファラオ,Na,Fa,Ne,Na,Ne,Ns,Ns,To,レイズアネイティヴ,000000,000000,000000,000000,000000,030200,000000,000000,040000,000000,000000,000000,030000,000000,000000,030200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,050200,000000,000000,000000,000000,000000,000000,000000,030800,030000,000000,000000,0A0200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,020000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
アメリカンファラオ-覇走-,Na,Fa,Ne,Na,Ne,Ns,Ns,To,レイズアネイティヴ,020000,000000,000000,000000,000000,030200,000000,000000,040000,000000,000000,000000,030000,000000,000000,030200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,050200,000000,000000,000000,000000,000000,000000,000000,030800,030000,000000,000000,0A0200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,020000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
アメリカンボス,Na,Ne,Ne,Ma,Ns,St,Ha,St,レイズアネイティヴ,000000,040000,030200,020000,030200,030000,000000,000000,000000,000000,000000,020000,0A0100,000000,000000,030000,000000,000000,020000,030000,020000,000000,000000,060400,000000,000000,000000,040000,000000,000000,0A0200,000000,000000,000000,030000,020000,030200,000000,000000,030200,000000,000000,000000,000000,000000,000000,000000,000000,000000,030200,000000,000000,000000,000000,030000,000000,000000,030200,040000,000000,000000,030000,000000
アメリカンポスト,Na,Ne,Ne,Ns,Te,St,Ro,Ro,ネイティヴダンサー,000000,000000,000000,040000,000000,030200,000000,000000,0A0300,000000,000000,000000,030000,000000,000000,030000,000000,000000,020000,030000,020000,000000,000000,010000,000000,000000,040000,040000,000000,000000,000000,000000,000000,040000,030000,020000,030200,000000,000000,030200,000000,000000,000000,030000,000000,000000,060400,000000,000000,000000,030400,050200,000000,000000,000000,000000,000000,070100,030200,000000,000000,000000,000000
アメリゴ-覇走-,Ph,St,Ma,Ha,St,Ec,Ec,Ec,ネアルコ,020000,030200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,040000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030200,030000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
アリダー,Na,Te,Ns,Ha,Ma,Ma,Te,Te,レイズアネイティヴ,030000,020000,030200,000000,000000,000000,000000,000000,000000,000000,000000,040000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,040000,000000,000000,000000,000000,000000,000000,0A0100,030200,000000,000000,000000,040000,000000,000000,060400,010000,000000,000000,000000,000000,000000,000000,000000,030200,000000,000000,040000,000000,000000,060400,010000,000000,000000,030000,000000
アルアイン,Ro,Ne,Ns,Hi,Te,Sw,St,St,ヘイルトゥリーズン,000000,000000,030200,030100,030000,060200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,020000,030000,000000,000000,000000,000000,000000,080400,040000,000000,000000,000000,000000,000000,000000,030000,000000,070300,000000,000000,030200,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030000,000000,000000,000000,000000,000000,030000,0A0300,000000,000000,000000,000000
アルカセット,Na,Ne,Ne,Ph,Ns,St,St,Ha,レイズアネイティヴ,000000,040000,030200,020000,030200,030000,000000,000000,000000,000000,000000,020000,0A0100,000000,000000,030000,000000,000000,020000,030000,020000,000000,000000,060400,000000,000000,000000,040000,000000,000000,0A0200,000000,000000,000000,030400,030000,020000,000000,000000,000000,000000,000000,080300,0A0300,000000,000000,000000,000000,000000,030000,000000,000000,000000,000000,080400,000000,000000,000000,060400,000000,000000,000000,000000
アルコル,Ha,Ha,Ns,Ec,Ec,Ec,Ec,Fa,ロックフェラ,000000,050600,030000,030200,030000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,040000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030100,0A0100,030200,000000,000000,000000,040000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,010000,030000,000000,000000,000000,000000
アルサイド,Sw,Ha,He,Ph,Ec,Sw,St,Ha,ブレニム,040000,040000,040000,040000,030000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030200,030000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,030000,000000,000000,040000,000000,000000,000000,000000,000000
